Unidades da Federação,Municípios,"Número de unidades
locais",Pessoal ocupado Total,Pessoal ocupado assalariado,Pessoal assalariado médio,"Salários
e outras
remunerações
(1 000 R$)","Salário médio
 mensal 
(salários mínimos)  (1) (2) ","Salário médio
 mensal 
(R$) (2)",Número de empresas atuantes
São Paulo,Lins - SP,   2 916,   28 461,   25 309,   25 358,   859 313,2.4,   2 606.74,   2 798
São Paulo,Lorena - SP,   2 423,   19 819,   17 117,   16 798,   630 542,2.6,   2 887.48,   2 347
São Paulo,Lourdes - SP,198,393,220,217,   7 282,2.3,   2 579.76,186
São Paulo,Louveira - SP,   2 532,   20 065,   17 686,   16 802,   869 368,3.6,   3 980.24,   2 478
São Paulo,Lucélia - SP,924,   11 068,   10 261,   10 434,   190 457,1.3,   1 404.07,900
São Paulo,Lucianópolis - SP,66,419,364,354,   10 535,2.1,   2 291.55,65
São Paulo,Luís Antônio - SP,416,   6 462,   6 010,   6 388,   242 784,2.7,   2 923.35,386
São Paulo,Luiziânia - SP,110,579,481,452,   12 932,2,   2 201.91,107
São Paulo,Lupércio - SP,120,531,414,407,   12 554,2.2,   2 372.96,116
São Paulo,Lutécia - SP,121,445,341,341,   9 022,1.9,   2 037.12,103
São Paulo,Macatuba - SP,418,   3 601,   3 115,   3 244,   115 223,2.5,   2 731.93,412
São Paulo,Macaubal - SP,403,   1 970,   1 575,   1 561,   61 474,2.8,   3 029.18,379
São Paulo,Macedônia - SP,297,641,389,407,   11 808,2,   2 231.74,266
São Paulo,Magda - SP,108,706,589,599,   16 956,2,   2 177.96,95
São Paulo,Mairinque - SP,   1 216,   11 888,   10 533,   10 828,   358 077,2.3,   2 543.85,   1 171
São Paulo,Mairiporã - SP,   2 698,   18 715,   15 383,   15 214,   471 854,2.2,   2 385.80,   2 622
São Paulo,Manduri - SP,763,   2 476,   1 769,   1 773,   47 173,1.9,   2 047.12,674
São Paulo,Marabá Paulista - SP,84,451,384,379,   12 813,2.4,   2 603.68,82
São Paulo,Maracaí - SP,   1 070,   3 293,   2 397,   2 356,   67 983,2,   2 219.81,878
São Paulo,Marapoama - SP,241,   1 893,   1 655,   1 747,   63 335,2.5,   2 787.99,214
São Paulo,Mariápolis - SP,153,380,242,240,   6 841,2,   2 193.77,141
São Paulo,Marília - SP,   9 971,   82 741,   69 847,   69 778,  2 475 095,2.5,   2 728.52,   9 607
São Paulo,Marinópolis - SP,54,249,203,205,   6 170,2.1,   2 320.47,54
São Paulo,Martinópolis - SP,596,   3 412,   2 727,   2 792,   80 655,2,   2 221.78,576
São Paulo,Matão - SP,   3 043,   35 138,   31 047,   31 573,  1 275 019,2.8,   3 106.36,   2 961
São Paulo,Mauá - SP,   8 054,   77 038,   67 659,   67 692,  2 855 898,3,   3 245.35,   7 794
São Paulo,Mendonça - SP,204,   2 382,   2 145,   2 436,   89 978,2.6,   2 841.14,202
São Paulo,Meridiano - SP,298,   2 088,   1 792,   1 963,   94 247,3.4,   3 693.46,275
São Paulo,Mesópolis - SP,41,242,212,218,   7 664,2.5,   2 707.11,39
São Paulo,Miguelópolis - SP,676,   3 102,   2 478,   2 466,   75 494,2.1,   2 355.03,606
São Paulo,Mineiros do Tietê - SP,545,   1 932,   1 432,   1 478,   42 162,2,   2 194.78,458
São Paulo,Miracatu - SP,447,   2 869,   2 383,   2 440,   67 878,1.9,   2 140.28,438
São Paulo,Mira Estrela - SP,131,506,367,375,   10 892,2,   2 231.63,127
São Paulo,Mirandópolis - SP,874,   4 312,   3 409,   3 522,   117 224,2.3,   2 560.08,843
São Paulo,Mirante do Paranapanema - SP,533,   3 764,   3 263,   3 458,   137 006,2.8,   3 048.11,509
São Paulo,Mirassol - SP,   2 647,   19 015,   15 951,   15 826,   525 561,2.3,   2 554.44,   2 595
São Paulo,Mirassolândia - SP,94,902,810,746,   22 097,2.1,   2 278.46,89
São Paulo,Mococa - SP,   2 726,   17 540,   14 317,   14 984,   506 201,2.4,   2 598.73,   2 598
São Paulo,Mogi das Cruzes - SP,   15 157,   117 417,   99 555,   99 493,  3 532 964,2.5,   2 731.51,   14 564
São Paulo,Mogi Guaçu - SP,   5 032,   44 980,   38 702,   38 492,  1 471 117,2.7,   2 939.90,   4 824
São Paulo,Moji Mirim - SP,   4 194,   33 148,   28 041,   28 119,  1 134 091,2.8,   3 102.44,   4 049
São Paulo,Mombuca - SP,99,787,678,687,   21 055,2.1,   2 357.89,96
São Paulo,Monções - SP,89,705,606,692,   20 777,2.1,   2 310.30,85
São Paulo,Mongaguá - SP,   1 362,   8 269,   6 936,   6 753,   209 419,2.2,   2 385.51,   1 329
São Paulo,Monte Alegre do Sul - SP,393,   1 719,   1 273,   1 294,   37 308,2,   2 218.37,383
São Paulo,Monte Alto - SP,   2 261,   15 445,   12 994,   13 224,   476 235,2.5,   2 770.15,   2 163
São Paulo,Monte Aprazível - SP,925,   4 984,   3 957,   4 161,   135 646,2.3,   2 507.37,894
São Paulo,Monte Azul Paulista - SP,861,   4 603,   3 613,   4 168,   128 035,2.1,   2 362.86,840
São Paulo,Monte Castelo - SP,138,574,445,575,   16 559,2,   2 213.71,125
São Paulo,Monteiro Lobato - SP,124,652,511,528,   13 761,1.8,   2 005.45,123
São Paulo,Monte Mor - SP,   1 629,   16 308,   14 345,   14 726,   649 678,3.1,   3 393.59,   1 598
São Paulo,Morro Agudo - SP,   1 385,   7 596,   6 308,   6 949,   234 840,2.4,   2 599.49,   1 224
São Paulo,Morungaba - SP,570,   5 048,   4 328,   4 500,   129 108,2,   2 207.15,554
São Paulo,Motuca - SP,82,769,679,638,   18 584,2,   2 241.17,82
São Paulo,Murutinga do Sul - SP,161,492,361,363,   10 550,2,   2 236.36,154
São Paulo,Nantes - SP,56,402,353,355,   12 562,2.5,   2 723.87,55
São Paulo,Narandiba - SP,117,   3 466,   3 366,   3 648,   109 872,2.1,   2 316.82,112
São Paulo,Natividade da Serra - SP,407,   1 016,622,611,   17 432,2,   2 195.47,386
São Paulo,Nazaré Paulista - SP,518,   3 596,   2 955,   2 850,   101 450,2.5,   2 738.32,512
São Paulo,Neves Paulista - SP,282,   1 826,   1 472,   1 477,   42 217,2,   2 198.83,277
São Paulo,Nhandeara - SP,986,   2 407,   1 503,   1 503,   46 992,2.2,   2 404.61,871
São Paulo,Nipoã - SP,114,562,445,475,   13 447,2,   2 177.59,113
São Paulo,Nova Aliança - SP,204,   1 853,   1 604,   1 421,   43 650,2.1,   2 363.51,203
São Paulo,Nova Campina - SP,183,   2 062,   1 911,   1 846,   72 660,2.8,   3 028.03,170
São Paulo,Nova Canaã Paulista - SP,50,227,188,198,   6 604,2.3,   2 570.16,45
São Paulo,Nova Castilho - SP,230,295,165,167,   8 075,3.4,   3 730.12,166
São Paulo,Nova Europa - SP,393,   3 786,   3 461,   3 515,   114 283,2.3,   2 500.72,318
São Paulo,Nova Granada - SP,577,   3 144,   2 645,   2 675,   79 798,2.1,   2 294.36,561
São Paulo,Nova Guataporanga - SP,43,256,221,246,   6 866,2,   2 148.05,42
São Paulo,Nova Independência - SP,119,   1 671,   1 574,   1 690,   81 440,3.4,   3 706.77,109
São Paulo,Novais - SP,83,395,307,482,   14 909,2.2,   2 377.32,83
São Paulo,Nova Luzitânia - SP,248,458,234,240,   7 526,2.2,   2 413.33,233
São Paulo,Nova Odessa - SP,   2 294,   23 146,   20 391,   20 164,   785 357,2.7,   2 996.06,   2 254
São Paulo,Novo Horizonte - SP,   1 814,   11 132,   8 874,   9 699,   327 463,2.4,   2 597.21,   1 766
São Paulo,Nuporanga - SP,265,   3 340,   3 076,   3 138,   91 841,2,   2 251.44,259
São Paulo,Ocauçu - SP,190,744,540,522,   14 974,2,   2 204.82,182
São Paulo,Óleo - SP,335,507,207,222,   6 999,2.2,   2 421.83,315
São Paulo,Olímpia - SP,   2 613,   19 354,   16 225,   15 843,   556 869,2.5,   2 703.74,   2 506
São Paulo,Onda Verde - SP,143,   2 355,   2 232,   2 300,   88 239,2.7,   2 950.89,137
São Paulo,Oriente - SP,179,984,782,773,   27 511,2.5,   2 736.52,178
São Paulo,Orindiúva - SP,410,   3 554,   3 173,   3 351,   175 003,3.7,   4 017.36,347
São Paulo,Orlândia - SP,   1 856,   14 628,   12 458,   11 917,   486 718,2.9,   3 141.82,   1 798
São Paulo,Osasco - SP,   21 441,   201 049,   178 496,   169 913,  8 855 752,3.6,   4 009.17,   20 631
São Paulo,Oscar Bressane - SP,86,481,389,396,   10 771,1.9,   2 089.75,85
São Paulo,Osvaldo Cruz - SP,   1 302,   9 046,   7 506,   7 349,   199 059,1.9,   2 083.70,   1 279
São Paulo,Ourinhos - SP,   3 998,   30 927,   26 036,   25 768,   843 014,2.3,   2 516.60,   3 875
São Paulo,Ouroeste - SP,325,   2 670,   2 302,   2 491,   96 933,2.7,   2 993.55,317
São Paulo,Ouro Verde - SP,102,679,558,618,   17 928,2,   2 232.29,93
São Paulo,Pacaembu - SP,385,   1 612,   1 240,   1 188,   33 869,2,   2 192.82,359
São Paulo,Palestina - SP,688,   3 097,   2 469,   2 440,   93 915,2.7,   2 960.63,613
São Paulo,Palmares Paulista - SP,222,971,695,720,   20 230,2,   2 160.90,219
São Paulo,Palmeira d'Oeste - SP,335,   1 338,932,933,   25 936,1.9,   2 138.57,330
São Paulo,Palmital - SP,853,   4 888,   3 752,   3 847,   136 539,2.5,   2 729.97,837
São Paulo,Panorama - SP,540,   3 296,   2 713,   2 697,   68 801,1.8,   1 962.29,536
São Paulo,Paraguaçu Paulista - SP,   2 170,   12 091,   9 917,   11 822,   378 482,2.2,   2 462.60,   2 025
São Paulo,Paraibuna - SP,480,   2 905,   2 329,   2 358,   74 673,2.2,   2 436.28,472
São Paulo,Paraíso - SP,251,   1 970,   1 699,   1 969,   79 947,2.8,   3 122.87,244
São Paulo,Paranapanema - SP,681,   4 478,   3 803,   3 727,   116 725,2.2,   2 408.97,637
São Paulo,Paranapuã - SP,113,430,295,302,   9 895,2.3,   2 521.49,111
São Paulo,Parapuã - SP,437,   3 045,   2 549,   2 768,   89 332,2.3,   2 482.80,418
São Paulo,Pardinho - SP,188,   2 074,   1 871,   1 804,   51 449,2,   2 193.24,183
São Paulo,Pariquera-Açu - SP,445,   4 227,   3 741,   3 665,   126 469,2.4,   2 654.54,436
São Paulo,Parisi - SP,54,331,288,272,   8 448,2.2,   2 389.35,54
São Paulo,Patrocínio Paulista - SP,419,   4 419,   3 950,   3 915,   164 334,2.9,   3 228.71,380
São Paulo,Paulicéia - SP,243,   2 337,   2 068,   2 149,   55 202,1.8,   1 976.37,241
São Paulo,Paulínia - SP,   4 898,   51 639,   46 086,   45 218,  2 917 960,4.5,   4 963.87,   4 758
São Paulo,Paulistânia - SP,62,270,226,231,   6 757,2,   2 252.98,60
São Paulo,Paulo de Faria - SP,564,   1 271,777,860,   30 299,2.5,   2 710.17,516
São Paulo,Pederneiras - SP,   1 520,   14 288,   12 527,   12 604,   477 568,2.6,   2 914.54,   1 482
São Paulo,Pedra Bela - SP,219,   1 101,843,847,   18 835,1.6,   1 710.34,216
São Paulo,Pedranópolis - SP,431,699,328,330,   11 030,2.3,   2 573.16,396
São Paulo,Pedregulho - SP,938,   3 161,   2 212,   2 199,   70 303,2.2,   2 459.82,809
São Paulo,Pedreira - SP,   1 842,   15 637,   13 675,   13 692,   423 109,2.2,   2 377.11,   1 785
São Paulo,Pedrinhas Paulista - SP,85,780,707,640,   20 966,2.3,   2 519.51,78
São Paulo,Pedro de Toledo - SP,127,959,842,849,   24 090,2,   2 182.97,124
São Paulo,Penápolis - SP,   2 837,   18 393,   15 017,   15 133,   462 162,2.1,   2 349.26,   2 740
São Paulo,Pereira Barreto - SP,827,   6 082,   5 282,   5 193,   183 379,2.5,   2 716.48,808
São Paulo,Pereiras - SP,493,   2 708,   2 163,   2 259,   62 394,1.9,   2 125.08,461
São Paulo,Peruíbe - SP,   2 030,   11 656,   9 575,   9 452,   299 121,2.2,   2 434.36,   1 970
São Paulo,Piacatu - SP,203,   1 027,811,896,   19 627,1.5,   1 684.25,182
São Paulo,Piedade - SP,   1 832,   8 710,   6 879,   6 771,   202 254,2.1,   2 297.89,   1 783
São Paulo,Pilar do Sul - SP,990,   6 094,   4 976,   4 880,   144 278,2.1,   2 274.47,944
São Paulo,Pindamonhangaba - SP,   4 048,   36 174,   31 483,   31 055,  1 470 642,3.3,   3 642.82,   3 911
São Paulo,Pindorama - SP,486,   2 888,   2 337,   2 373,   87 721,2.6,   2 843.37,459
São Paulo,Pinhalzinho - SP,510,   2 654,   2 061,   2 083,   53 616,1.8,   1 979.73,499
São Paulo,Piquerobi - SP,78,446,388,403,   9 975,1.7,   1 902.77,71
São Paulo,Piquete - SP,202,   1 640,   1 455,   1 718,   65 273,2.7,   2 922.06,197
São Paulo,Piracaia - SP,   1 016,   5 453,   4 232,   4 272,   130 612,2.1,   2 352.01,   1 000
São Paulo,Piracicaba - SP,   17 803,   149 381,   125 650,   123 413,  5 448 380,3.1,   3 395.97,   17 061
São Paulo,Piraju - SP,   1 176,   7 349,   6 096,   5 875,   182 898,2.2,   2 394.92,   1 153
São Paulo,Pirajuí - SP,631,   4 091,   3 451,   3 305,   90 992,1.9,   2 117.89,605
São Paulo,Pirangi - SP,703,   2 898,   2 164,   2 249,   65 421,2,   2 237.37,590
São Paulo,Pirapora do Bom Jesus - SP,441,   3 019,   2 507,   2 575,   83 829,2.3,   2 504.60,432
São Paulo,Pirapozinho - SP,865,   6 151,   5 111,   5 061,   155 923,2.2,   2 369.95,857
São Paulo,Pirassununga - SP,   3 314,   25 611,   22 167,   22 608,   925 998,2.9,   3 150.75,   3 014
São Paulo,Piratininga - SP,522,   2 517,   1 877,   1 891,   54 379,2,   2 212.59,520
São Paulo,Pitangueiras - SP,   1 018,   8 775,   7 723,   8 568,   322 855,2.6,   2 898.58,910
São Paulo,Planalto - SP,148,   2 324,   2 178,   2 612,   94 689,2.5,   2 788.75,141
São Paulo,Platina - SP,59,481,416,435,   15 879,2.6,   2 805.90,59
São Paulo,Poá - SP,   3 256,   27 981,   24 098,   25 233,   772 707,2.1,   2 355.62,   3 210
São Paulo,Poloni - SP,216,   1 493,   1 262,   1 260,   30 746,1.7,   1 877.67,215
São Paulo,Pompéia - SP,943,   9 143,   8 102,   7 869,   456 640,4.1,   4 463.76,878
São Paulo,Pongaí - SP,250,708,473,462,   14 088,2.1,   2 347.31,230
São Paulo,Pontal - SP,   1 007,   10 898,   9 695,   11 213,   404 994,2.5,   2 778.40,975
São Paulo,Pontalinda - SP,101,366,284,295,   8 851,2.1,   2 310.47,77
São Paulo,Pontes Gestal - SP,58,517,469,498,   22 787,3.2,   3 522.89,58
São Paulo,Populina - SP,94,487,386,373,   13 736,2.6,   2 831.40,92
São Paulo,Porangaba - SP,224,   1 321,   1 109,   1 108,   28 925,1.8,   2 007.78,215
São Paulo,Porto Feliz - SP,   1 793,   17 389,   15 246,   15 155,   630 818,2.9,   3 201.84,   1 744
São Paulo,Porto Ferreira - SP,   2 325,   19 082,   16 312,   16 216,   518 797,2.2,   2 461.06,   2 248
São Paulo,Potim - SP,246,   1 576,   1 325,   1 368,   40 652,2.1,   2 286.22,241
São Paulo,Potirendaba - SP,   1 238,   5 753,   4 411,   4 563,   182 546,2.8,   3 077.26,   1 165
São Paulo,Pracinha - SP,61,319,278,268,   6 338,1.7,   1 821.82,57
São Paulo,Pradópolis - SP,697,   8 187,   7 520,   7 532,   234 398,2.2,   2 393.96,692
São Paulo,Praia Grande - SP,   9 570,   61 769,   52 820,   51 522,  1 719 917,2.3,   2 567.86,   9 197
São Paulo,Pratânia - SP,276,   1 062,813,832,   31 924,2.7,   2 952.25,250
São Paulo,Presidente Alves - SP,73,406,341,354,   8 992,1.8,   1 951.31,73
São Paulo,Presidente Bernardes - SP,775,   2 545,   1 898,   2 347,   76 042,2.3,   2 492.70,649
São Paulo,Presidente Epitácio - SP,   2 293,   7 867,   5 442,   5 363,   146 444,1.9,   2 100.49,   2 207
São Paulo,Presidente Prudente - SP,   11 414,   77 951,   63 426,   63 580,  2 190 418,2.4,   2 650.11,   11 031
São Paulo,Presidente Venceslau - SP,   1 228,   6 914,   5 592,   5 495,   142 783,1.8,   1 998.76,   1 203
São Paulo,Promissão - SP,   1 164,   9 748,   8 499,   8 901,   271 068,2.1,   2 342.57,   1 085
São Paulo,Quadra - SP,143,570,432,437,   13 297,2.1,   2 340.39,129
São Paulo,Quatá - SP,431,   3 861,   3 407,   3 925,   128 283,2.3,   2 513.97,420
São Paulo,Queiroz - SP,61,   2 214,   2 163,   2 410,   91 914,2.7,   2 934.12,56
São Paulo,Queluz - SP,198,   1 781,   1 602,   1 567,   43 934,2,   2 156.23,192
São Paulo,Quintana - SP,193,   1 326,   1 162,   1 122,   35 555,2.2,   2 438.02,186
São Paulo,Rafard - SP,296,   2 877,   2 476,   2 577,   93 972,2.6,   2 805.50,295
São Paulo,Rancharia - SP,   1 212,   6 625,   5 396,   5 515,   153 371,1.9,   2 139.28,   1 158
São Paulo,Redenção da Serra - SP,139,626,481,475,   13 363,2,   2 162.76,137
São Paulo,Regente Feijó - SP,714,   5 263,   4 635,   4 732,   152 804,2.3,   2 483.71,698
São Paulo,Reginópolis - SP,161,   1 397,   1 249,   1 144,   33 915,2.1,   2 280.36,155
São Paulo,Registro - SP,   2 067,   14 824,   12 412,   12 169,   406 295,2.3,   2 568.19,   1 994
São Paulo,Restinga - SP,269,   1 400,   1 118,   1 343,   43 271,2.3,   2 478.52,260
São Paulo,Ribeira - SP,97,654,551,544,   13 748,1.8,   1 945.48,96
São Paulo,Ribeirão Bonito - SP,439,   2 107,   1 639,   1 726,   54 960,2.2,   2 449.13,413
São Paulo,Ribeirão Branco - SP,568,   2 225,   1 717,   1 776,   43 983,1.7,   1 905.41,552
São Paulo,Ribeirão Corrente - SP,151,612,468,442,   17 925,2.8,   3 120.22,136
São Paulo,Ribeirão do Sul - SP,178,712,552,541,   16 611,2.1,   2 360.82,158
São Paulo,Ribeirão dos Índios - SP,45,293,262,266,   6 918,1.8,   1 998.54,40
São Paulo,Ribeirão Grande - SP,337,849,516,523,   14 043,1.9,   2 067.28,329
São Paulo,Ribeirão Pires - SP,   3 065,   24 844,   20 947,   21 300,   781 366,2.6,   2 821.83,   3 023
São Paulo,Ribeirão Preto - SP,   43 345,   283 614,   229 658,   228 464,  8 885 280,2.7,   2 991.65,   41 761
São Paulo,Riversul - SP,121,629,508,521,   14 299,1.9,   2 110.75,115
São Paulo,Rifaina - SP,163,   1 290,   1 101,   1 018,   29 994,2.1,   2 266.64,156
São Paulo,Rincão - SP,264,   1 664,   1 353,   1 378,   40 758,2.1,   2 274.70,260
São Paulo,Rinópolis - SP,290,   1 550,   1 238,   1 392,   46 921,2.4,   2 593.67,283
São Paulo,Rio Claro - SP,   8 410,   77 018,   66 341,   65 904,  2 709 004,2.9,   3 161.93,   8 117
São Paulo,Rio das Pedras - SP,   1 016,   10 475,   9 139,   9 313,   402 154,3,   3 321.82,992
São Paulo,Rio Grande da Serra - SP,451,   3 838,   3 287,   3 449,   118 266,2.4,   2 637.68,445
São Paulo,Riolândia - SP,312,   1 155,889,887,   26 740,2.1,   2 319.32,276
São Paulo,Rosana - SP,892,   3 100,   2 214,   2 281,   84 524,2.6,   2 850.79,876
São Paulo,Roseira - SP,393,   2 744,   2 284,   2 381,   64 083,1.9,   2 070.71,382
São Paulo,Rubiácea - SP,70,359,293,399,   12 228,2.1,   2 354.59,68
São Paulo,Rubinéia - SP,79,520,445,461,   15 015,2.3,   2 505.27,76
São Paulo,Sabino - SP,88,589,497,492,   14 286,2,   2 235.36,88
São Paulo,Sagres - SP,59,355,312,303,   7 810,1.8,   1 981.16,57
São Paulo,Sales - SP,201,   1 052,815,821,   23 776,2,   2 227.15,196
São Paulo,Sales Oliveira - SP,457,   2 675,   2 182,   2 128,   64 616,2.1,   2 335.49,447
São Paulo,Salesópolis - SP,362,   1 891,   1 493,   1 501,   37 860,1.8,   1 940.43,353
São Paulo,Salmourão - SP,81,537,458,499,   13 729,1.9,   2 116.32,74
São Paulo,Saltinho - SP,448,   2 449,   1 791,   1 698,   65 672,2.7,   2 975.12,440
São Paulo,Salto - SP,   4 422,   36 239,   30 550,   31 740,  1 249 740,2.8,   3 028.83,   4 327
São Paulo,Salto de Pirapora - SP,943,   7 318,   6 279,   6 171,   245 784,2.8,   3 063.94,929
São Paulo,Salto Grande - SP,213,   1 557,   1 325,   1 306,   43 128,2.3,   2 540.57,211
São Paulo,Sandovalina - SP,116,   1 806,   1 699,   1 896,   48 069,1.8,   1 950.31,106
São Paulo,Santa Adélia - SP,520,   4 509,   4 000,   4 042,   149 457,2.6,   2 844.33,485
São Paulo,Santa Albertina - SP,145,   2 018,   1 881,   1 881,   72 733,2.7,   2 974.14,140
São Paulo,Santa Bárbara d'Oeste - SP,   6 019,   54 534,   47 282,   47 271,  1 754 552,2.6,   2 855.13,   5 815
São Paulo,Santa Branca - SP,367,   2 612,   2 183,   2 003,   57 557,2,   2 210.54,364
São Paulo,Santa Clara d'Oeste - SP,83,718,636,601,   18 524,2.2,   2 369.84,80
São Paulo,Santa Cruz da Conceição - SP,244,   1 209,982,   1 016,   30 050,2.1,   2 274.37,199
São Paulo,Santa Cruz da Esperança - SP,168,489,358,380,   10 717,2,   2 167.75,135
São Paulo,Santa Cruz das Palmeiras - SP,944,   5 702,   4 487,   4 786,   142 796,2.1,   2 295.07,910
São Paulo,Santa Cruz do Rio Pardo - SP,   4 118,   17 972,   13 727,   13 447,   464 148,2.4,   2 655.15,   3 601
São Paulo,Santa Ernestina - SP,154,635,487,537,   14 315,1.9,   2 050.73,146
São Paulo,Santa Fé do Sul - SP,   1 585,   10 565,   8 841,   8 645,   269 127,2.2,   2 394.81,   1 563
São Paulo,Santa Gertrudes - SP,747,   10 606,   9 749,   9 573,   462 183,3.4,   3 713.81,731
São Paulo,Santa Isabel - SP,   1 265,   11 071,   9 646,   9 270,   291 125,2.2,   2 415.80,   1 227
São Paulo,Santa Lúcia - SP,122,684,556,541,   15 208,2,   2 161.95,120
São Paulo,Santa Maria da Serra - SP,157,   1 425,   1 226,   1 110,   35 455,2.2,   2 456.71,149
São Paulo,Santa Mercedes - SP,92,503,415,411,   11 260,1.9,   2 109.62,72
São Paulo,Santana da Ponte Pensa - SP,62,226,182,183,   6 124,2.3,   2 579.81,59
São Paulo,Santana de Parnaíba - SP,   9 718,   68 748,   55 735,   53 915,  2 329 536,3,   3 323.67,   9 606
São Paulo,Santa Rita d'Oeste - SP,80,342,281,284,   8 948,2.2,   2 421.90,70
São Paulo,Santa Rita do Passa Quatro - SP,   1 255,   9 313,   7 808,   7 081,   178 044,1.8,   1 934.15,   1 181
São Paulo,Santa Rosa de Viterbo - SP,800,   5 032,   4 163,   4 168,   147 336,2.5,   2 719.05,785
São Paulo,Santa Salete - SP,91,256,181,176,   5 416,2.2,   2 370.87,82
São Paulo,Santo Anastácio - SP,713,   3 739,   3 003,   2 999,   92 814,2.2,   2 380.66,682
São Paulo,Santo André - SP,   31 683,   242 730,   203 311,   200 190,  7 950 946,2.8,   3 055.16,   30 581
São Paulo,Santo Antônio da Alegria - SP,251,   1 143,906,905,   21 949,1.7,   1 865.01,249
São Paulo,Santo Antônio de Posse - SP,982,   8 480,   7 252,   6 722,   283 457,2.9,   3 243.97,967
São Paulo,Santo Antônio do Aracanguá - SP,393,   1 383,   1 053,   1 040,   36 132,2.4,   2 673.56,354
São Paulo,Santo Antônio do Jardim - SP,628,   1 511,791,828,   22 745,1.9,   2 111.88,590
São Paulo,Santo Antônio do Pinhal - SP,277,   1 344,   1 049,   1 032,   25 965,1.8,   1 934.53,273
São Paulo,Santo Expedito - SP,111,403,310,307,   7 619,1.7,   1 910.25,98
